M_dt_0.01_sample
6000.0
6180.0
6360.0
6540.0
6720.0
6900.0
7080.0
7260.0
7440.0
7620.0
7800.0
7980.0
8160.0
8340.0
8520.0
8700.0
8880.0
9060.0
9240.0
9420.0
9600.0
9780.0
9960.0
10140.0
10320.0
10500.0
10680.0
10860.0
11040.0
11220.0
11400.0
11580.0
11760.0
11940.0
12120.0
12300.0
12480.0
12660.0
12840.0
13020.0
13200.0
13380.0
13560.0
13740.0
13920.0
14100.0
14280.0
14460.0
14640.0
14820.0
15000.0
15180.0
15360.0
15540.0
15720.0
15900.0
16080.0
16260.0
16440.0
16620.0
16800.0
16980.0
17160.0
17340.0
17520.0
17700.0
17880.0
18060.0
18240.0
18420.0
18600.0
18780.0
18960.0
19140.0
19320.0
19500.0
19680.0
19860.0
20040.0
20220.0
20400.0
20580.0
20760.0
20940.0
21120.0
21300.0
21480.0
21660.0
21840.0
22020.0
22200.0
22380.0
22560.0
22740.0
22920.0
23100.0
23280.0
23460.0
23640.0
23820.0
24000.0
