D=0.0 mm^2/w,D=0.1 mm^2/w,D=0.2 mm^2/w,D=0.3 mm^2/w,D=0.4 mm^2/w,D=0.5 mm^2/w,D=0.6 mm^2/w,D=0.7 mm^2/w,D=0.8 mm^2/w,D=0.9 mm^2/w
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208
99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133
99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431
99.71668115049596,99.71668115051231,99.7166811506269,99.71668115093784,99.71668115154338,99.7166811525417,99.71668115403098,99.71668115610944,99.71668115887525,99.71668116242661
99.63179415903863,99.63179415911922,99.63179415968244,99.6317941612083,99.63179416417422,99.63179416905476,99.6317941763218,99.63179418644438,99.63179419988889,99.63179421711892
99.54915906230303,99.54915906254112,99.5491590642024,99.54915906869525,99.5491590774119,99.54915909172855,99.5491591130055,99.54915914258704,99.54915918180168,99.54915923196214
99.46860051040622,99.46860051095338,99.46860051476492,99.46860052505434,99.46860054498002,99.46860057764566,99.46860062610082,99.46860069334136,99.4686007823099,99.46860089589623
99.38994752665631,99.38994752773412,99.38994753523004,99.38994755542902,99.38994759447232,99.38994765835938,99.38994775294964,99.38994788396448,99.38994805698864,99.38994827747243
99.31304558821198,99.3130455901228,99.31304560339078,99.31304563907896,99.31304570793448,99.31304582039392,99.31304598658858,99.31304621634985,99.31304651921414,99.3130469044282
99.23775820792603,99.23775821106284,99.23775823280847,99.2377582911946,99.2377584036352,99.23775858693983,99.23775885732636,99.23775923043368,99.23775972133424,99.23776034454622
99.1639655065026,99.16396551135784,99.16396554496232,99.1639656350269,99.1639658081556,99.16396608987372,99.16396650465538,99.1639670759506,99.16396782621165,99.16396877691918
99.09156208080528,99.09156208797896,99.09156213755028,99.09156227017004,99.09156252463424,99.09156293793892,99.09156354533378,99.09156438037452,99.09156547497386,99.09156685945162
99.02045490270176,99.0204549129086,99.02045498332674,99.02045517138176,99.0204555315528,99.02045611547211,99.02045697202163,99.02045814742726,99.02045968535036,99.02046162697702
98.95056146299896,98.95056147707491,98.9505615740314,98.95056183249628,98.95056232661685,98.95056312622968,98.95056429702532,98.95056590070767,98.95056799514896,98.9505706345395
98.8818081971426,98.8818082160506,98.88180834608272,98.88180869210278,98.88180935240422,98.88181041898648,98.88181197782176,98.8818141091126,98.88181688754077,98.88182038250748
98.81412917072612,98.81412919556108,98.81412936608112,98.81412981903478,98.8141306818273,98.81413207295248,98.81413410240768,98.81413687209312,98.81414047619602,98.81414500156005
98.7474649872176,98.7474650192107,98.74746523853062,98.74746582007874,98.74746692581608,98.74746870541452,98.74747129688052,98.74747482715313,98.7474794126766,98.7474851599492
98.68176187996352,98.68176192048622,98.68176219783771,98.68176293196112,98.68176432528212,98.68176656366248,98.68176981731004,98.68177424164752,98.68177997814148,98.68178715509336
98.6169709550804,98.61697100564749,98.61697135119825,98.61697226422407,98.61697399397292,98.6169767678097,98.61698079250978,98.61698625548904,98.61699332597296,98.61700215610777
98.55304755740062,98.55304761967294,98.55304804453895,98.5530491651569,98.55305128438413,98.55305467667436,98.55305958987506,98.5530662469295,98.55307484748847,98.55308556943581
98.48995073682346,98.48995081261008,98.48995132886456,98.4899526881336,98.48995525407923,98.48995935407169,98.48996528163674,98.48997329876444,98.48998363808607,98.48999650492713
98.42764279682572,98.42764288808564,98.42764350876446,98.42764514011124,98.4276482141722,98.42765311727176,98.42766019328532,98.42766974671464,98.42768204557636,98.42769732411503
98.36608891048392,98.36608901932728,98.36608975843173,98.3660916976408,98.36609534532384,98.36610115297424,98.3661095195162,98.36612079533538,98.36613528605052,98.36615325604086
98.30525679223923,98.30525692092831,98.30525779342476,98.30526007862184,98.30526436948354,98.30527118903088,98.30528099592682,98.30529418968338,98.30531111551412,98.30533206885457
98.24511641592532,98.24511656687488,98.24511758869208,98.2451202603209,98.24512526789628,98.24513321243543,98.24514461698524,98.24515993326035,98.24517954780472,98.24520378770802
98.18563977139117,98.1856399471686,98.18564113519272,98.18564423598592,98.18565003770688,98.18565922591377,98.18567239260194,98.18569004456496,98.18571261112416,98.18574045127161
98.1268006534899,98.12680085681512,98.12680222888253,98.12680580382748,98.12681248093229,98.12682303688352,98.12683813707488,98.1268583460223,98.12688413695504,98.1269159006419
98.06857447834658,98.06857471209148,98.06857628697962,98.0685803832796,98.06858802071474,98.06860007369714,98.06861728532056,98.06864028020406,98.06866957627209,98.06870559555162
98.01093812273024,98.01093838991798,98.01094018733475,98.01094485436602,98.01095354068153,98.01096722499294,98.01098673221628,98.01101274916292,98.01104583887394,98.01108645370513
97.95386978308682,97.95387008689084,97.95387212746228,97.95387741672764,97.9538872439668,97.95390269871034,97.95392469160882,97.95395397343756,97.95399115238912,97.9540367097941
