D=0.0 mm/w,D=0.1 mm/w,D=0.2 mm/w,D=0.3 mm/w,D=0.4 mm/w,D=0.5 mm/w,D=0.6 mm/w,D=0.7 mm/w,D=0.8 mm/w,D=0.9 mm/w
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002126082156352,0.002126082156352,0.002126082156352,0.002126082156352,0.002126082156352,0.002126082156352,0.002126082156352,0.002126082156352,0.002126082156352,0.002126082156352
0.0158906267172885,0.0158906267172885,0.0158906267172885,0.0158906267172885,0.0158906267172885,0.0158906267172885,0.0158906267172885,0.0158906267172885,0.0158906267172885,0.01589062671728852
0.0409660956095222,0.0409660956095222,0.0409660956095222,0.0409660956095222,0.0409660956095222,0.0409660956095222,0.0409660956095222,0.0409660956095222,0.0409660956095222,0.04096609560952221
0.0768398388800774,0.0768398388715724,0.0768398388120378,0.0768398386504437,0.0768398383357606,0.0768398378169586,0.0768398370430081,0.0768398359628795,0.0768398345255428,0.07683983267996869
0.1230123152556489,0.1230123152052793,0.1230123148532875,0.1230123138996893,0.1230123120462867,0.1230123089966689,0.1230123044562113,0.1230122981320761,0.1230122897332122,0.1230122789703551
0.1790276493566915,0.17902764918257,0.1790276479678318,0.1790276446831451,0.1790276383114395,0.1790276278478532,0.1790276122996784,0.1790275906863089,0.1790275620391851,0.17902752540174158
0.2444764185870979,0.2444764181282207,0.2444764149323167,0.2444764063068173,0.2444763896072708,0.2444763622369215,0.2444763216462913,0.2444762653327624,0.2444761908401619,0.2444760957583481
0.3189922800292594,0.3189922790083123,0.3189922719097873,0.3189922527875488,0.3189922158371547,0.3189921553940016,0.3189920659314841,0.3189919420591692,0.3189917785209845,0.3189915701934211
0.4022474045744506,0.4022474025542424,0.4022473885316222,0.4022473508282033,0.4022472781135073,0.4022471593988987,0.4022469840315905,0.4022467416887191,0.4022464223714902,0.4022460163993938
0.4939480451960044,0.4939480415296935,0.4939480161240041,0.4939479479428528,0.4939478167022899,0.4939476028541252,0.4939472875698107,0.4939468527245737,0.4939462808817993,0.4939455552776597
0.5938305796843619,0.593830573459587,0.5938305303975535,0.5938304150494456,0.5938301934453993,0.5938298330559104,0.5938293027539931,0.593828572778076,0.5938276146956251,0.593826401367485
0.7016580725712296,0.7016580625482052,0.7016579933269681,0.7016578082558341,0.7016574533848472,0.7016568773836203,0.7016560314610906,0.7016548692871488,0.7016533469161099,0.7016514227119931
0.8172173129072882,0.8172172974508882,0.8172171908847875,0.8172169065024812,0.8172163622503967,0.81721548056636,0.8172141882224453,0.8172124161721032,0.8172100994014746,0.8172071767848019
0.9403162637415744,0.9403162407473918,0.9403160824771246,0.9403156609090064,0.9403148556564452,0.940313553670145,0.9403116489494462,0.9403090422626406,0.94030564087603,0.9403013582915071
1.0707818603358672,1.0707818271502056,1.0707815991144614,1.070780992857105,1.0707798370395347,1.070777971835018,1.0707752484257465,1.0707715285174586,1.070766683871122,1.0707605958511712
