D=0.0 mm/w,D=0.1 mm/w,D=0.2 mm/w,D=0.3 mm/w,D=0.4 mm/w,D=0.5 mm/w,D=0.6 mm/w,D=0.7 mm/w,D=0.8 mm/w,D=0.9 mm/w,D=1.0 mm/w
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01639792,0.01639792,0.01639792,0.01639792,0.01639792,0.01639792,0.01639792,0.01639792,0.01639792,0.01639792,0.01639792
0.1062856850832263,0.1062856850832263,0.1062856850832263,0.1062856850832263,0.1062856850832263,0.1062856850832263,0.1062856850832263,0.1062856850832263,0.1062856850832263,0.1062856850832263,0.10628568508322632
0.1942396818360826,0.1942396818360826,0.1942396818360826,0.1942396818360826,0.1942396818360826,0.1942396818360826,0.1942396818360826,0.1942396818360826,0.1942396818360826,0.1942396818360826,0.19423968183608267
0.2786435128878679,0.2786435132808347,0.2786435160316023,0.2786435234979715,0.2786435380377431,0.2786435620087178,0.2786435977686965,0.2786436476754801,0.2786437140868691,0.2786437993606646,0.2786439058546672
0.3594227866418487,0.3594227885715402,0.3594228020573897,0.3594228385950785,0.3594229096143136,0.3594230264788272,0.3594232004863772,0.3594234428687472,0.3594237647917458,0.3594241773552076,0.3594246915929922
0.4367617535388419,0.4367617592250368,0.4367617988989569,0.4367619061930948,0.4367621143539154,0.436762456243504,0.4367629643412148,0.4367636707453181,0.4367646071746494,0.4367658049702567,0.4367672950970488
0.5108872546505371,0.5108872676840447,0.5108873584740875,0.5108876035598835,0.5108880781629215,0.5108888561982013,0.5108900102854292,0.5108916117601705,0.5108937306849588,0.5108964358603623,0.5108997948360047
0.5820182140382077,0.5820182396478323,0.5820184177520766,0.5820188976668983,0.5820198252807224,0.5820213430982448,0.5820235902838944,0.5820267027049624,0.5820308129743952,0.5820360504932556,0.5820425414928498
0.6503536988642915,0.6503537441577524,0.6503540586437521,0.6503549045108276,0.6503565364244156,0.6503592016548919,0.6503631402041301,0.650368584930601,0.6503757616730164,0.6503848893725308,0.6503961801935128
0.7160716511107604,0.7160717252914134,0.7160722395148033,0.7160736201040547,0.716076278703019,0.7160806125881981,0.7160870049758798,0.7160958253245495,0.7161074296326199,0.7161221607315388,0.7161403485743241
0.7793306447180629,0.7793307592791324,0.779331552134952,0.7793336769429258,0.7793377611021042,0.7793444064219639,0.779354189778384,0.7793676637570205,0.7793853572842541,0.779407776245904,0.7794354040938875
0.8402723181401951,0.8402724870381021,0.8402736540573911,0.8402767759450448,0.8402827655227333,0.8402924929904849,0.8403067872004621,0.8403264369014065,0.8403521919542833,0.8403847645196654,0.8404248302173816
0.8990237383853464,0.8990239781936041,0.89902563249691,0.8990300499210959,0.8990385094335153,0.8990522227030286,0.8990723363969575,0.8990999344164098,0.8991360400713282,0.8991816181966034,0.8992375772105663
0.95569948334553,0.9556998133905767,0.9557020865091777,0.9557081453809922,0.9557197269294744,0.9557384663479626,0.9557659010030768,0.9558034742185796,0.9558525389427664,0.955914361302401,0.9559901240461348
1.0104034101813877,1.0104038526616324,1.0104068952365115,1.0104149904372344,1.010430435955018,1.0104553811830517,1.010491833534519,1.010541664543246,1.010606615753344,1.010688304404063,1.010788228915919
1.063230136577814,1.0632307166670825,1.0632346990349903,1.063245275618082,1.0632654184984704,1.06329789010952,1.0633452530539549,1.0634098795471392,1.0634939604978657,1.0635995142386454,1.063728394917138
1.114266276885047,1.114267022821536,1.1142721354968177,1.1142856896023847,1.1143114557652951,1.11435291592794,1.114413278086327,1.1144954904102526,1.1146022547679355,1.1147360396769583,1.1148990927026459
1.1635914748551075,1.1635924180168846,1.1635988720771624,1.1636159515833793,1.1636483600329637,1.1637004123705863,1.1637760564633168,1.163878893594561,1.1640121980161298,1.1641789355963748,1.1643817816009485
1.211279269490423,1.2112804444584375,1.211288471841681,1.211309676775902,1.2113498396979168,1.2114142284130476,1.2115076285866706,1.211634372728486,1.2117983677353414,1.2120031210558313,1.2122517655373706
1.2573978244041335,1.2573992690136426,1.2574091227336444,1.257435105464315,1.2574842279082212,1.2575628362516622,1.2576766544849338,1.257830824472662,1.2580299438804756,1.2582781020597011,1.2585789139873464
1.3020105454433633,1.3020123008246187,1.3020242551114274,1.3020557203403986,1.3021150995277693,1.3022099476861484,1.3023470293919406,1.3025323730779732,1.3027713222176225,1.3030685835589604,1.303428272560001
1.3451766065422577,1.345178717151248,1.3451930675226702,1.3452307720961314,1.3453017963937977,1.3454150388632462,1.3455784077927566,1.3457988935656748,1.3460826365070055,1.3464349905626674,1.3468605830397138
1.386951399869718,1.3869539135097049,1.3869709767795837,1.3870157293345453,1.3870998769280165,1.3872337994361728,1.3874266519825975,1.387686459560603,1.3880202055292874,1.3884339143391946,1.3889327288242517
1.4273869232101342,1.4273898910446818,1.427410005273284,1.4274626657353564,1.427561503035366,1.4277185190688586,1.4279442180591724,1.42824772868465,1.428636917842928,1.4291184965676114,1.4296981185830728
