D=0.0 mm^2/w,D=0.1 mm^2/w,D=0.2 mm^2/w,D=0.3 mm^2/w,D=0.4 mm^2/w,D=0.5 mm^2/w,D=0.6 mm^2/w,D=0.7 mm^2/w,D=0.8 mm^2/w,D=0.9 mm^2/w,D=1.0 mm^2/w
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208,99.98360208
99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133,99.8934722900133
99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431,99.8039498534431
99.71668115049596,99.71668115010318,99.71668114735374,99.71668113989097,99.71668112535814,99.71668110139863,99.7166810656558,99.71668101577292,99.71668094939336,99.71668086416042,99.71668075771744
99.63179415903863,99.6317941571044,99.63179414358676,99.63179410696269,99.63179403577509,99.63179391863292,99.6317937442109,99.63179350124976,99.6317931785562,99.63179276500276,99.63179224952798
99.54915906230303,99.54915905658724,99.54915901670624,99.54915890885074,99.549158699598,99.54915835591044,99.54915784513368,99.54915713499518,99.54915619360251,99.5491549894416,99.5491534913752
99.46860051040622,99.4686004972674,99.4686004057418,99.468600158665,99.4685996801954,99.46859889580338,99.46859773225977,99.46859611762484,99.46859398123723,99.46859125370274,99.46858786688333
99.38994752665631,99.3899475007656,99.38994732070108,99.38994683548792,99.38994589760084,99.38994436292016,99.38994209068817,99.38993894346588,99.38993478709024,99.38992949063136,99.38992292635025
99.31304558821198,99.3130455422893,99.31304522342118,99.31304436572776,99.3130427109186,99.3130400081643,99.31303601396893,99.31303049204456,99.31302321318697,99.3130139551526,99.31300250253742
99.23775820792603,99.23775813249698,99.23775760959082,99.23775620560372,99.23775350177638,99.2377490938802,99.2377425919076,99.23773361976777,99.2377218149865,99.23770682841112,99.23768832391967
99.1639655065026,99.16396538967452,99.16396458107285,99.16396241389694,99.16395824796489,99.16395146903872,99.16394148816212,99.16392774101132,99.1639096872581,99.16388680994515,99.16385861487377
99.09156208080528,99.09156190806166,99.09156071436668,99.09155752080842,99.09155139311208,99.09154144032168,99.0915268135117,99.09150670452856,99.09148034476092,99.09144700393836,99.0914059889584
