D=0.0 mm^2/w,D=0.1 mm^2/w,D=0.2 mm^2/w,D=0.3 mm^2/w,D=0.4 mm^2/w,D=0.5 mm^2/w,D=0.6 mm^2/w,D=0.7 mm^2/w,D=0.8 mm^2/w,D=0.9 mm^2/w,D=1.0 mm^2/w
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0002420249034649,0.0002420249034649,0.0002420249034649,0.0002420249034649,0.0002420249034649,0.0002420249034649,0.0002420249034649,0.0002420249034649,0.0002420249034649,0.0002420249034649,0.00024202490346496002
0.0018104647208128,0.0018104647208128,0.0018104647208128,0.0018104647208128,0.0018104647208128,0.0018104647208128,0.0018104647208128,0.0018104647208128,0.0018104647208128,0.0018104647208128,0.001810464720812858
0.0046753366161602,0.0046753366159719,0.004675336614654,0.0046753366110767,0.0046753366041106,0.0046753365926258,0.0046753365754928,0.0046753365515819,0.0046753365197635,0.0046753364789079,0.004675336427885436
0.0087830543195054,0.0087830543240479,0.0087830543558605,0.0087830544422551,0.0087830546105887,0.0087830548882637,0.0087830553027281,0.0087830558814751,0.0087830566520432,0.0087830576420164,0.00878305887902395
0.0140791841581263,0.0140791841877364,0.0140791843947947,0.0140791849561625,0.0140791860480604,0.0140791878460659,0.0140791905251126,0.0140791942594883,0.0140791992228337,0.0140792055881403,0.014079213527749861
0.020512234943244,0.0205122350485723,0.0205122357840942,0.0205122377751243,0.020512241641666,0.0205122479984231,0.0205122574548126,0.0205122706149765,0.020512288077794,0.0205123104368935,0.020512338280664757
0.0280342593054778,0.0280342595865735,0.0280342615468426,0.0280342668451686,0.0280342771184235,0.0280342939816036,0.0280343190279643,0.0280343538291542,0.0280343999353493,0.0280344588753862,0.028034532156895154
0.0366007129237339,0.036600713552956,0.0366007179350479,0.0366007297614046,0.0366007526569568,0.0366007901808255,0.0366008458269729,0.0366009230248477,0.0366010251400267,0.0366011554748527,0.03660131726906682
0.0461701409632003,0.0461701422116199,0.0461701508943606,0.0461701742922243,0.0461702195205851,0.0461702935316215,0.0461704031165252,0.0461705549076887,0.0461707553808707,0.0461710108573407,0.046171327506001815
0.0567038487793578,0.0567038510463439,0.0567038667921826,0.0567039091601284,0.0567039909330002,0.0567041245393428,0.0567043220595064,0.0567045952316462,0.0567049554576427,0.056705413808945,0.0567059810323375
0.0681656010545298,0.0681656049002383,0.0681656315759122,0.0681657032465234,0.0681658413651823,0.0681660666878562,0.0681663992878433,0.0681668585700096,0.0681674632847916,0.0681682315419707,0.06816918082422374
0.0805213589129128,0.0805213650934181,0.0805214079074717,0.0805215227671897,0.0805217437814617,0.0805221037875386,0.0805226343819941,0.0805233659510777,0.0805243277004715,0.0805255476844635,0.08052705283455137
