H_i,C_i,M_i,N_i,D_i,R_i
615.6884177168013,133.10312554477505,97214.9050598032,0.2759789208117604,89.29875196895117,10.425269110237068
1750.441432663605,279.9248588873748,28747.058425958487,38.82402166096823,4.590868095652906,56.585110243378864
1977.84900895954,84.76296333011128,75953.68729023666,33.68076515789836,28.94686029631139,37.372374545790265
689.3503463298731,262.6195826974355,98309.53265955127,65.83072661934992,24.4881289102245,9.681144470425583
2585.0005099046216,246.4342369964968,10442.428096064545,9.184209034109584,49.18380289881872,41.631988067071696
3404.412248763656,215.4779481335516,42494.964089437206,79.8113162924727,6.331342833961853,13.857340873565452
3964.035152647074,119.14699240428844,41840.3760740908,56.66725223770157,4.439361199305726,38.8933865629927
405.5906553768321,285.8823961280842,32732.738026950254,51.97090511651248,17.1344057554848,30.894689128002724
2704.7560797638694,392.3963061496625,90329.0063496484,95.3303776887298,2.6172857820273507,2.052336529242852
1433.407497855817,438.5400854043808,20752.18817694898,87.55116222350797,9.771010614305158,2.677827162186869
2042.402522080872,165.56671166103197,56902.193534857644,54.71617830454545,5.840174822509535,39.44364687294502
1455.747304772061,197.5862016065531,647.5284943643667,15.97582157138435,58.36570657735189,25.65847185126377
3483.0020125436417,244.9533420221329,49880.66113643347,87.28499307543409,5.647946677063865,7.067060247502048
309.9939395667019,246.81835144757235,11968.40414614629,38.95264425848893,2.801946856667086,58.24540888484398
4271.558069552629,273.28561441830954,37308.7306078604,38.64239750977241,16.539471384103734,44.81813110612386
1024.9191149849205,127.1633235740644,1045.495511998983,5.030418850872822,37.117020198608586,57.852560950518594
2101.673690106796,32.2695066864564,26585.13941301467,66.25177833876475,13.274076616643246,20.474145044592003
941.646492363763,191.3710000468899,62028.14596476178,72.48345093480901,25.44775762738723,2.068791437803757
931.735616155582,196.6501586358332,91089.00158439831,68.08788039526264,22.600886108325295,9.311233496412058
467.6202164061869,243.8242692431004,93635.09906623833,80.42696713284764,14.21984078171495,5.3531920854374135
3036.55627550463,316.5086272574855,50442.15872544939,2.813531235227656,95.5219306308297,1.6645381339426422
3129.301544213052,131.115726138767,75626.51285867537,11.677865050688974,79.47289938598591,8.84923556332511
1633.293261391238,66.66921409796521,84007.1939894157,40.21703877186175,35.22327413333729,24.559687094800964
